Data No.,Date,Process ID,Avg. Current,Avg. Voltage,Avg. Wire Feed,Prediction,Label
335,2020-07-15 14:58:32.226948,1,256.4,28.8,7.9,null,normal
336,2020-07-15 14:58:32.426948,1,250.4,28.0,7.8,null,normal
337,2020-07-15 14:58:32.626948,1,264.7,29.4,8.1,null,normal
338,2020-07-15 14:58:32.826948,1,257.3,28.7,8.0,null,normal
339,2020-07-15 14:58:33.026948,1,239.6,27.6,7.3,null,normal
340,2020-07-15 14:58:33.226948,1,242.9,26.8,7.5,null,normal
341,2020-07-15 14:58:33.426948,1,260.4,28.9,8.1,null,normal
342,2020-07-15 14:58:33.626948,1,247.3,28.1,7.6,null,normal
343,2020-07-15 14:58:33.826948,1,246.3,27.9,7.6,null,normal
344,2020-07-15 14:58:34.026948,1,244.7,27.4,7.5,null,normal
345,2020-07-15 14:58:34.226948,1,252.3,27.7,7.7,null,normal
346,2020-07-15 14:58:34.426948,1,261.6,28.2,8.2,null,normal
347,2020-07-15 14:58:34.626948,1,245.7,28.5,7.5,null,normal
348,2020-07-15 14:58:34.826948,1,253.1,28.0,7.9,null,normal
349,2020-07-15 14:58:35.026948,1,246.2,27.8,7.5,null,normal
350,2020-07-15 14:58:35.226948,1,255.5,28.6,8.0,null,normal
351,2020-07-15 14:58:35.426948,1,250.8,29.0,7.8,null,normal
352,2020-07-15 14:58:35.626948,1,241.3,27.1,7.4,null,normal
353,2020-07-15 14:58:35.826948,1,254.7,28.4,7.9,null,normal
354,2020-07-15 14:58:36.026948,1,256.6,28.8,7.8,null,normal
355,2020-07-15 14:58:36.226948,1,251.1,27.5,7.8,null,normal
356,2020-07-15 14:58:36.426948,1,268.5,29.4,8.4,null,normal
357,2020-07-15 14:58:36.626948,1,239.5,27.1,7.4,null,normal
358,2020-07-15 14:58:36.826948,1,240.6,27.7,7.4,null,normal
359,2020-07-15 14:58:37.026948,1,237.7,24.9,7.3,null,normal
360,2020-07-15 14:58:37.226948,1,250.1,27.7,7.6,null,normal
361,2020-07-15 14:58:37.426948,1,239.3,27.9,7.3,null,normal
362,2020-07-15 14:58:37.626948,1,252.2,29.5,7.7,null,normal
363,2020-07-15 14:58:37.826948,1,235.1,27.5,7.2,null,normal
364,2020-07-15 14:58:38.026948,1,255.1,28.8,7.8,null,normal
365,2020-07-15 14:58:38.226948,1,256.6,29.0,7.9,null,normal
366,2020-07-15 14:58:38.426948,1,252.7,28.9,7.8,null,normal
367,2020-07-15 14:58:38.626948,1,252.3,28.7,7.8,null,normal
368,2020-07-15 14:58:38.826948,1,242.1,27.1,7.4,null,normal
369,2020-07-15 14:58:39.026948,1,254.6,27.4,7.8,null,normal
370,2020-07-15 14:58:39.226948,1,251.4,29.0,7.7,null,normal
371,2020-07-15 14:58:39.426948,1,236.9,26.6,7.5,null,normal
